id,nazev,absolutni_magnituda,prumer_max_metry,rychlost_km_h,vzdalenost_minuti_km,je_sentry_objekt,je_nebezpecny
54607417,(2026 FL12),29.135,8.8519709248,39576.2063902153,331956.087792578,True,False
54607419,(2026 FN12),25.243,53.1422549721,56020.6070666993,4166181.988549942,False,False
54607510,(2026 GO),25.526,46.6487465512,24347.7652939832,9895581.728618795,False,False
3475235,(2009 VT),22.28,207.9888141418,29856.6961180395,22973371.94841009,False,False
3690391,(2014 ST223),27.6,17.948988478,36839.566980356,21684506.069022409,False,False
3713287,(2015 FD),26.6,28.4472296503,78152.6138242169,69775303.169247224,False,False
54131485,(2021 EH4),24.94,61.0998267476,60727.7724428527,61152394.652090079,False,False
54134954,(2021 GP2),27.6,17.948988478,99269.7365896333,53825041.133479795,False,False
54253542,(2022 EG4),24.48,75.5161740526,35511.6583940592,53151991.594793974,False,False
54264233,(2022 FY),27.87,15.8503909578,23403.2536516296,3923237.665632667,False,False
54305029,(2022 SR2),28.01,14.8607243569,87600.2012747158,12773984.756065328,False,False
54403806,(2023 VP4),28.49,11.913516723,16308.9900530351,21891117.033660239,False,False
54435204,(2024 HN),24.34,80.5452583346,66651.4260629172,67200249.541460176,False,False
54606511,(2026 FQ1),26.928,24.4590721858,19718.3857890086,6818603.505799778,False,False
54606573,(2026 FL3),27.935,15.3829624092,15714.7977782721,1761770.163135794,False,False
54606673,(2026 FU3),27.849,16.0044214312,36370.9151540298,1195894.79744581,True,False
54606829,(2026 FO4),26.634,28.0052838447,44365.4515399792,3661345.18674247,False,False
54606893,(2026 FC5),26.144,35.0945743017,59143.6982959524,1827003.675689911,False,False
54606982,(2026 FO6),28.672,10.9556961484,41050.0439011022,488506.982554225,False,False
54607462,(2026 FE13),28.183,13.7227129455,57297.8783293592,1675259.973842631,False,False
3114029,(2002 AR129),17.7,1714.1150923063,54774.8636129946,57377548.574032667,False,False
3757291,(2016 PH38),20.6,450.8582061718,94662.6129181854,70537279.710655206,False,False
3778658,(2017 OO19),23.41,123.6061213242,24937.3495277398,17994669.399466533,False,False
54262980,(2022 FP),24.44,76.9201245487,51226.219568056,24454366.821032381,False,False
54341466,(2023 CE1),25.2,54.2050786336,24530.9868030584,13083483.151774358,False,False
54403805,(2023 VK4),25.83,40.5545866065,58369.8980229538,27944710.572122471,False,False
54414145,(2023 XZ2),27.67,17.3796080855,21666.5343356163,30930969.2955812,False,False
54606543,(2026 FQ2),27.343,20.2041218369,37465.3236086636,2407106.337369227,False,False
54606546,(2026 FT2),26.77,26.3051013113,29411.1389517819,1585701.533470987,False,False
54606569,(2026 FG3),25.413,49.1405461316,77631.4752398266,3100794.772194923,False,False
54606676,(2026 FX3),26.067,36.3613483028,34812.958580923,1149691.79449205,False,False
54606903,(2026 FN5),26.781,26.172184837,42796.8638642419,381281.332931321,False,False
54606905,(2026 FQ5),27.645,17.5808544624,38223.4049906353,889928.168090888,False,False
54607425,(2026 FS12),25.957,38.2507520954,50523.5574148338,3879067.98196816,False,False
3414400,(2008 MQ1),24.2,85.9092601232,18446.7338908989,62685677.316309871,False,False
3648644,(2013 SK20),27.4,19.6806745089,49100.1205344325,11745827.438024664,False,False
3661496,(2014 CH13),24.68,68.8715692826,14779.6737248357,10788646.754606565,False,False
3713307,(2015 EP7),22.3,206.0819612321,36465.045276825,71840570.25050211,False,False
3772982,(2017 FP101),24.7,68.2401509401,44893.8363948869,47055349.055190766,False,False
3781457,(2017 RR15),20.7,430.566244241,42697.1920374922,22815408.176565228,False,True
54248642,(2022 DJ4),24.04,92.4783300513,60398.810783312,45169211.241382804,False,False
54278446,(2022 JW1),27.15,22.0820799921,59781.7301228384,58506678.964081502,False,False
54431582,(2024 FN1),26.1,35.8129403019,69444.1051300595,69708455.136640919,False,False
54523985,(2025 FP),27.23,21.2833495984,38094.5504458984,14121085.196699389,False,False
54606472,(2026 FS),25.55,46.1360042888,55550.5230104248,809364.105175763,False,False
54606484,(2026 FD1),28.674,10.9456102248,16196.8995251851,1040042.704254507,False,False
54606539,(2026 FK2),27.173,21.8494233106,50984.1806947182,1929944.91711495,False,False
54606540,(2026 FN2),26.747,26.5852028723,44091.4751055104,1656204.391639262,False,False
54606558,(2026 FV2),28.231,13.4227029376,13664.4388349693,1717753.936966333,False,False
54606559,(2026 FW2),29.261,8.3529518658,58304.0451936082,228692.283440245,False,False
54606561,(2026 FY2),25.83,40.5545866065,37357.4105253108,3947237.397600388,False,False
54606571,(2026 FJ3),26.477,30.1050933893,50246.3933786783,3933715.979160651,False,False
54606577,(2026 FO3),30.745,4.2173532429,20231.1376621557,332938.73636146,False,False
54606891,(2026 FA5),26.966,24.034770457,34365.8596320274,4088860.429547493,False,False
54606894,(2026 FD5),26.718,26.9426294876,40292.1008048506,3071727.367501591,False,False
54606895,(2026 FE5),24.583,72.0178212866,52419.075933326,3233402.901857745,False,False
54606898,(2026 FJ5),25.895,39.3586305191,48596.928003972,9259388.871481253,False,False
2248590,248590 (2006 CS),16.26,3326.901775226,120404.6746800473,23591914.096941433,False,False
3472698,(2009 UX87),25.3,51.7654482198,50094.3343728708,60006755.314298459,False,False
3713306,(2015 EO7),25.6,45.0858206172,16171.5818121553,21065927.702846739,False,False
3835874,(2018 VD),27.1,22.5964377109,67237.3387553836,26507510.371224171,False,False
3989355,(2020 CB),27.7,17.1411509231,26017.8808419091,39120909.817330544,False,False
54049855,(2020 OB6),24.9,62.2357573367,14795.4346048837,10798198.623485426,False,False
54095181,(2020 WZ4),24.36,79.8068149676,33409.9993735999,68541454.868589869,False,False
54524638,(2025 FR7),25.09,57.0216760901,63077.7322750478,10077701.292929362,False,False
54537957,(2025 NU),25.07,57.5492911629,20072.4480326526,28784065.415004993,False,False
54606519,(2026 FZ1),27.067,22.9424597669,27731.9792451277,6011099.216303642,False,False
54606521,(2026 FC2),27.881,15.770300862,54453.3856569835,2901390.984140083,False,False
54606532,(2026 FD2),27.083,22.7740347389,71293.0696604374,1068095.192118398,False,False
54606533,(2026 FE2),28.015,14.8265456393,61534.5520534909,957533.091120458,False,False
54606560,(2026 FX2),27.455,19.1884537095,57317.5074815302,2115819.687158257,False,False
54606578,(2026 FP3),27.966,15.1649149427,48641.4145000829,750690.713537525,False,False
54606831,(2026 FQ4),28.68,10.915408131,18303.7763001043,2674078.307216765,False,False
54606834,(2026 FT4),28.553,11.5728407978,45828.4448717143,1582239.584442808,False,False
54606902,(2026 FO5),26.833,25.5528872559,25545.8236667173,2210818.194233303,False,False
54607054,(2026 FD7),27.12,22.3892723248,30618.2660940888,3293409.749070015,False,False
3256319,(2004 TB10),21.5,297.8790627982,62218.3770852703,69328739.73437361,False,True
3703545,(2015 AJ44),22.4,196.8067450894,57301.5519727931,16216668.271349988,False,False
3748418,(2016 FL12),26.3,32.6617897446,62236.0680603523,62248817.098480197,False,False
3771018,(2017 EZ2),25.1,56.7596852866,45311.3180109461,41144422.906365896,False,False
54123252,(2021 DJ),24.84,63.9793728683,33834.1458348753,28086626.307262018,False,False
54132075,(2021 FS),27.93,15.4184237999,25955.3227375573,6963808.913060412,False,False
54340273,(2023 BV5),27.84,16.0708918604,52383.0498577722,55968027.509594099,False,False
54390828,(2023 TY),29.15,8.7910343856,84373.2090355997,51798508.246880836,True,False
54397455,(2023 UR3),26.27,33.1161605006,37694.6165609024,20222439.695212922,False,False
54604360,(2026 DB11),25.86,39.9981568182,30085.8995197511,13504304.862283036,False,False
54604524,(2026 DV14),25.29,52.0043866724,13754.0077447809,10326027.877933071,False,False
54606433,(2026 FB),26.107,35.6976789017,59959.041192805,1098967.165997966,False,False
54606457,(2026 FL),26.783,26.1480904615,36505.8962025944,3710059.519059494,False,False
54606467,(2026 FO),29.263,8.3452620547,35151.8195004257,431351.036910332,False,False
54606470,(2026 FQ),25.751,42.0571634961,77645.5498025323,3874566.522220712,False,False
54606481,(2026 FA1),25.715,42.7602247064,33510.6828640212,6224463.776782622,False,False
54606517,(2026 FX1),26.743,26.6342197582,50784.612242247,2264025.429299611,False,False
54606538,(2026 FM2),24.912,61.8927783903,73914.7893175404,8070482.538532493,False,False
54606542,(2026 FP2),25.934,38.658053145,54409.8842752892,5039282.954389407,False,False
54606567,(2026 FF3),26.132,35.2890509504,72957.8818189544,1503093.619576561,True,False
54606572,(2026 FK3),25.446,48.3994001092,47601.7599479713,4182604.483683654,False,False
54606576,(2026 FN3),26.755,26.4874395627,27986.8889517401,1788131.791154436,False,False
54606899,(2026 FK5),25.701,43.0368006807,25745.8782363551,7063370.035492162,False,False
54606908,(2026 FT5),22.834,161.1535878071,85204.4096122661,7964353.605854346,False,False
3054338,(2000 SZ162),27.3,20.6081961232,21296.9068956369,30699479.60677089,True,False
3655975,(2014 AF51),20.54,463.4895840887,32191.6573006507,17440362.212666844,False,True
3788080,(2017 UN7),25.7,43.0566244241,17542.1407917741,39127087.341693898,False,False
3789225,(2017 VR12),20.66,438.5710683707,23201.1329078346,8006665.209174518,False,True
54016233,(2020 FP1),23.45,121.3500553547,93460.7476873141,35279592.020108812,False,False
54249330,(2022 EQ2),24.07,91.209479795,27227.6362693389,64513404.20794251,False,False
54402642,(2023 VC2),26.97,23.9905375262,43567.0198005571,59184949.019636713,True,False
54430150,(2024 ES2),26.4,31.1917670523,34277.087596692,15250244.653614365,False,False
54579526,(2026 BR7),22.33,203.2544107219,26484.77370652,17410796.55730769,False,False
54604544,(2026 DP15),25.92,38.9080960011,27536.8241102585,1990329.19975323,False,False
2879537,879537 (2014 AF51),20.46,480.8836139277,32191.6573208018,17440362.975615981,False,True
2884793,884793 (2017 VR12),20.58,455.0299457903,23201.1368670284,8006679.600489612,False,True
54606256,(2026 DV17),26.83,25.5882142717,17767.2287741843,874230.549436261,False,False
54606258,(2026 EF2),27.3,20.6081961232,21192.1387642383,1772790.439827214,False,False
54606322,(2026 EO2),24.058,91.7149172966,29532.9835766115,7211250.402266266,False,False
54606358,(2026 ED3),23.44,121.9101817605,68922.85847161,3067053.047415358,False,False
54606361,(2026 EF3),24.615,70.9643090818,26456.8399271033,4157436.781305695,False,False
54606360,(2026 EG3),24.156,87.6677738765,50171.1023633562,14283671.542727251,False,False
54606429,(2026 FA),28.787,10.3905845054,26420.3099067131,649492.182579477,False,False
54606469,(2026 FP),26.744,26.6219570705,17841.3296169705,4296128.517789085,False,False
54606475,(2026 FV),27.251,21.0785134268,26491.1241369578,1470200.847749459,False,False
54606541,(2026 FO2),27.875,15.8139360702,30165.9915190599,1860049.20190207,False,False
54606672,(2026 FT3),29.462,7.6144752392,23084.7426572912,1039965.810949327,False,False
54606735,(2026 FC4),24.645,69.9906422594,44958.524184797,18137277.967221411,False,False
2394392,394392 (2007 EP88),18.37,1259.0413069164,122507.9278851755,27729188.989875535,False,False
3602500,(2012 GP1),26.2,34.201092472,54088.301069717,53210851.624734824,False,False
3710916,(2015 DD1),30.4,4.9435619262,61838.0904590975,51505408.814560567,False,False
3736412,(2015 XX169),27.4,19.6806745089,21438.7361942802,31707251.34274495,False,False
3748365,(2016 FF12),26.2,34.201092472,37763.3127180276,27293261.410046802,False,False
54055107,(2020 TA3),26.4,31.1917670523,33870.4671899556,37810462.201227313,False,False
54327196,(2022 WC),26.41,31.0484539006,59009.7547850054,66751921.001318432,True,False
54342500,(2023 DW),24.33,80.917038355,30519.7634006313,23149591.462486579,False,False
54553157,(2025 TU10),25.63,44.4672199676,25106.6795656148,27281417.163247209,False,False
54602799,(2026 CR3),23.38,125.3256537574,32711.1884376465,7471573.808937181,False,False
54606327,(2026 ET2),28.263,13.2263490197,17786.0102292612,797215.681027099,False,False
54606332,(2026 EY2),27.485,18.9251782547,37003.0704698984,1586481.82100112,False,False
54606430,(2026 EU3),27.696,17.1727551896,16910.4882055427,1138110.765144722,False,False
54606465,(2026 FM),27.694,17.1885791677,16913.8829883714,1138333.785649318,False,False
54606471,(2026 FR),24.436,77.0619472379,48656.0486877732,6601960.762316127,False,False
54606480,(2026 FZ),28.425,12.275522277,73828.4622577171,510772.75553035,False,False
54606483,(2026 FC1),28.023,14.7720231224,36398.3142466073,1383167.903659368,True,False
54606491,(2026 FF1),27.313,20.4851891693,44154.859341425,2130951.077874934,False,False
54606503,(2026 FH1),29.809,6.4899294953,35196.0821565126,134811.01813772,True,False
54606510,(2026 FP1),28.612,11.2626341979,21747.3281489058,885801.241570772,False,False
54606514,(2026 FU1),27.563,18.257444065,93983.3332050593,1735543.621993762,False,False
54606518,(2026 FY1),27.413,19.5632037799,30554.9432740089,2382829.609985414,False,False
54606522,(2026 FA2),25.728,42.504995915,48348.5159604233,9146145.288502711,False,False
54606671,(2026 FS3),27.125,22.3377784274,43002.2187493877,3100164.277012021,False,False
54607429,(2026 FW12),27.187,21.7090080045,25758.0836561778,5117899.627031807,False,False
54607501,(2026 FQ13),27.963,15.1858805262,35827.5953015216,4428602.398323369,False,False
3321495,(2006 CW),22.56,182.8268508796,23960.179638643,28142901.151371185,False,False
3735181,(2015 VO142),28.9,9.8637028131,11133.4431358375,1034240.879981871,True,False
3739247,(2016 AB9),24.7,68.2401509401,12316.3641064554,30930860.193854609,False,False
3752009,(2016 GT221),23.3,130.0289270043,27511.1051757992,32892828.689252387,False,False
3757410,(2016 PA40),24.49,75.1692087496,34193.2339738438,15798855.482639768,False,False
3766128,(2016 YK4),26.1,35.8129403019,32586.3869323996,28244148.346516344,False,False
3774381,(2017 HS49),23.06,145.2245297194,50235.5804650996,60449552.099202278,False,False
54049792,(2020 OV4),27.1,22.5964377109,24144.5020055314,68577814.017542102,False,False
54256791,(2022 EQ6),26.21,34.043952726,55197.859058735,29330779.567435601,False,False
54353621,(2023 FX13),25.6,45.0858206172,94481.6919420524,70789773.224649469,True,False
54544997,(2025 RG2),24.57,72.4502650757,43957.3863793536,17300878.205863934,False,False
54554914,(2025 UK8),25.67,43.655601735,16917.3426702664,23936963.902863418,False,False
54604289,(2026 DP10),24.12,89.1332985597,38775.3622270157,3997320.535468125,False,False
54604296,(2026 DW10),24.77,66.0754270632,23831.4501607938,11844931.763360369,False,False
54605660,(2026 DD16),24.12,89.1332985597,43507.6541598042,18705084.192619485,False,False
54606084,(2026 EN),21.08,361.4431335863,51384.5876457943,24902479.012734531,False,False
54606253,(2026 DU17),25.91,39.0876876124,33375.3910577861,7151753.848348353,False,False
54606245,(2026 EV1),24.65,69.8296682492,44693.3701616533,17089881.196235361,False,False
54606333,(2026 EZ2),24.197,86.0280301768,69210.0498024612,3764150.78777878,False,False
54606479,(2026 FX),23.869,100.0552724245,50266.1610925286,19662213.5340486,False,False
54606482,(2026 FB1),27.291,20.6937871987,44869.3867976652,2721835.55724089,False,False
54606515,(2026 FV1),26.043,36.7654578541,31274.8048533026,5299002.763574446,False,False
54606535,(2026 FG2),30.259,5.2752127415,18281.5990064284,970142.366467444,False,False
54606537,(2026 FJ2),30.422,4.8937297101,16712.5503826663,208299.745072686,False,False
54606565,(2026 FC3),26.656,27.7229842846,40772.995677419,4941067.734074473,False,False
54606568,(2026 FE3),25.966,38.0925440797,25466.5459204862,2299050.210130805,False,False
54606911,(2026 FW5),27.272,20.8756486487,58702.3631393504,1526358.257530676,True,False
54607108,(2026 FT8),25.42,48.9823907803,71272.0259152888,13786445.57743539,False,False
54607427,(2026 FU12),28.778,10.4337392434,48331.0910894807,734432.237508481,False,False
3840689,(2019 FO),24.7,68.2401509401,51707.2259922404,43815105.341933661,False,False
54005708,(2020 DG4),28.15,13.9328505524,60212.3807416154,48498885.997465461,False,False
54373190,(2023 LN1),23.84,101.400472517,26058.2110943316,46638300.023446044,False,False
54432232,(2024 FG4),25.26,52.7278397554,63006.0440000468,66257115.424844662,False,False
54606087,(2026 EQ),24.66,69.5088300671,30120.6788874565,14044111.931457874,False,False
54606321,(2026 EN2),26.562,28.9494274451,59838.0227888717,1638958.075995247,False,False
54606323,(2026 EP2),25.203,54.1302432563,71364.5388888937,2388848.037014023,False,False
54606434,(2026 FC),27.894,15.6761705141,36573.314794502,789135.451274789,False,False
54606447,(2026 FD),25.739,42.2902233456,36968.1887393024,3281964.120754824,False,False
54606513,(2026 FT1),24.757,66.4721886916,32596.6319539532,13444495.125224278,False,False
54606825,(2026 FK4),27.551,18.3586177251,37764.4624795771,4149790.774330847,True,False
3370168,(2007 EG),24.54,73.4581486599,27968.6575026833,1712728.675236867,False,False
3383904,(2007 RF2),20.7,430.566244241,51134.0146003411,28952345.545723777,False,True
3468430,(2009 SZ99),19.32,812.9053443399,55940.6807548272,48510782.259444453,False,False
3485264,(2010 AL30),27.2,21.5794304844,31149.5096749326,37208142.116603456,False,False
3748472,(2016 FU12),26.9,24.7765012606,59011.398852291,58805566.577348663,False,False
3763269,(2016 UR109),22.18,217.7910249632,88610.8857091618,65525016.839309246,False,False
3769816,(2017 DW34),23.21,135.5314169419,43582.6055318126,54628107.392725363,False,False
3829483,(2018 RT7),22.97,151.370058502,38258.8030222733,74776614.534042603,False,False
3830890,(2018 SP2),24.8,65.1688382168,57731.6958115853,38375088.005828761,False,False
3831610,(2018 TH3),29.0,9.4197630572,28602.0414502433,69154797.533712344,False,False
3943319,(2019 YS),31.5,2.978790628,25608.0854431684,52473512.191979485,True,False
54053794,(2020 RS1),27.02,23.4444462214,27279.9856068072,71917283.230409612,False,False
54055071,(2020 TY1),22.68,172.9975603978,75619.309517365,48993922.897125612,False,False
54298770,(2022 QQ7),23.87,100.0092058768,19303.3881165833,44300312.689148657,False,False
54301282,(2022 RF1),27.18,21.7791024963,24126.9273982979,60784972.290232363,False,False
54358768,(2023 JB4),25.97,38.0224396088,71377.5710906957,74407774.493010045,False,False
54426230,(2024 CW2),24.333,80.8053245222,27983.2105829603,1703646.768066611,False,False
54518712,(2025 CT1),25.37,50.1233372306,32051.0777617547,24539257.807860025,False,False
54521713,(2025 DU25),27.2,21.5794304844,31968.1720047914,20016648.182827591,False,False
54606176,(2026 EC1),26.88,25.0057554041,44989.3157234918,1540235.030750811,False,False
54606427,(2026 ES3),24.478,75.5857590594,46909.8163661976,11159438.853365392,False,False
54606428,(2026 ET3),29.847,6.3773459809,42310.5270929035,52664.015280764,False,False
54606451,(2026 FE),27.219,21.3914379298,32143.285195595,1961755.752266851,False,False
54606452,(2026 FF),26.0,37.5007521798,35551.2772866033,1462445.320173984,False,False
54606453,(2026 FG),24.307,81.7786578748,84945.1770109123,2708511.368632961,False,False
54606454,(2026 FH),28.284,13.0990553959,41647.950825367,597564.039221243,True,False
54606490,(2026 FE1),28.102,14.2442628383,35750.6481774866,1853302.951316337,False,False
54606492,(2026 FG1),29.534,7.3661401701,44903.6984884824,246623.682529925,False,False
54606507,(2026 FM1),26.216,33.9500156469,43406.0582200668,4097292.82764557,False,False
54606516,(2026 FW1),25.398,49.4811721246,88096.0165824539,5434502.919260108,False,False
54606566,(2026 FD3),28.162,13.8560671307,57556.4848161498,1261672.68168907,False,False
54606896,(2026 FF5),25.513,46.9288572287,19264.7718740789,9964545.912854972,False,False
2480858,480858 (2001 PT9),20.89,394.4936153285,38345.7717904057,12722867.747318021,False,True
2527977,527977 (2008 EY68),22.3,206.0819612321,71818.8668150558,18666444.095023788,False,False
3670729,(2014 JR25),23.3,130.0289270043,45074.5252290371,30790866.985821793,False,False
3739379,(2016 AW64),22.93,154.1842379994,38729.1483232308,28677610.9872813,False,False
3745831,(2016 EJ55),24.6,71.4562101727,49615.7714828276,34576004.230471819,False,False
3771608,(2017 FZ),23.33,128.2448632429,68980.0929856085,34738584.39810765,False,False
3785769,(2017 TJ4),25.2,54.2050786336,54843.9411296185,67582400.127774919,False,False
3840879,(2019 GL5),20.77,416.9077599521,97801.2455649898,15537594.994911173,False,False
54106538,(2021 BW1),26.5,29.7879062798,14742.8365040786,5576120.446005597,False,False
54194978,(2021 RU7),23.47,120.23751136,43068.3144511691,12997471.168267656,False,False
54212701,(2021 UH2),25.08,57.2848761883,26427.6138130194,8505977.915155009,False,False
54281890,(2022 LJ),26.03,36.9862225707,67856.3991633668,60929524.613031725,False,False
54391008,(2023 TD1),27.12,22.3892723248,66788.1999332593,29780565.953780282,False,False
54523640,(2025 EK4),24.01,93.7648317729,36102.682417757,5665469.030485205,False,False
54606089,(2026 ES),27.72,16.9839999068,67487.7394573348,1055998.454033819,False,False
54606181,(2026 EH1),27.35,20.1390963084,23862.212961628,2357066.822240382,False,False
54606243,(2026 ET1),27.23,21.2833495984,23965.8007104835,3797178.930718445,False,False
54606247,(2026 EW1),28.13,14.0617696313,28517.4940492073,1751111.374737442,True,False
54606251,(2026 EZ1),22.66,174.5982871157,51357.9149007224,10414551.250642185,False,False
54606435,(2026 EX3),28.781,10.4193344527,41832.098387262,1538065.502600923,False,False
3071762,(2001 EC16),22.38,198.6277754808,56404.2327411632,28900877.341016858,False,False
3092085,(2001 QM163),19.98,599.846292283,77632.0121979868,23973102.275279105,False,False
3267321,(2005 CR37),18.9,986.3702813054,54676.2752796377,34384329.969882648,False,False
3674069,(2014 MR26),18.15,1393.285055244,89862.1952840305,18574193.895297873,False,True
3731244,(2015 TE323),18.33,1282.4486324295,40040.3649134578,18781006.652502546,False,True
3989301,(2020 BP13),21.15,349.9773825493,44594.0875815646,37576481.977157669,False,True
54328010,(2022 WK3),27.01,23.5526608683,25204.9614040732,68148165.494151092,False,False
54349045,(2023 ET2),30.55,4.6136004289,45603.2807333348,3002559.221529456,True,False
54383288,(2023 RH10),24.46,76.214916608,79014.4815805027,55584820.478081203,False,False
54520333,(2025 DP3),25.53,46.5628954805,32709.2312870957,3615061.834772733,False,False
54553664,(2025 SH85),23.06,145.2245297194,29059.9704418697,28841560.783256129,False,False
2866876,866876 (2015 TE323),18.28,1312.3206985251,40040.3514435214,18780988.970034312,False,True
54602705,(2026 CC3),27.68,17.2997560398,6241.981203568,1571428.176297482,False,False
54606085,(2026 EO),25.72,42.6618789186,35055.5719941084,3894269.982879477,False,False
54606172,(2026 EY),24.41,77.9901900722,62945.0126388479,16696896.851853514,False,False
54606182,(2026 EJ1),27.74,16.8282896597,36225.786675533,790336.782010037,True,False
54606414,(2026 EO3),26.887,24.9252761595,48720.9402635249,654648.566841998,True,False
54606473,(2026 FT),24.492,75.1000072231,70011.1717871087,4815118.789037044,False,False
54606512,(2026 FS1),24.671,69.1576104116,62630.412414435,15450327.421521774,False,False
3147579,(2003 CA4),23.6,113.2504610618,33439.7187043185,29729653.400441904,False,False
3445544,(2009 CE),24.3,82.0427064882,72492.6634766161,73529405.961771075,False,False
3600106,(2012 DJ54),28.5,11.8587790858,37911.7835539445,25451689.878816504,True,False
3607729,(2012 QD8),22.98,150.6745762577,76829.5890194508,2971340.524666589,False,False
3724221,(2015 ME131),19.69,685.5513316542,80734.6265650171,59924312.42181443,False,True
3786458,(2017 UG),27.5,18.7948982439,39220.4884133614,44712027.464763428,False,False
54016433,(2020 GE),28.17,13.8051134108,4639.1376859312,6184926.780117127,False,False
54054410,(2020 RX8),19.601,714.2331094773,80744.7769075901,59891758.489162878,False,True
54147134,(2021 KM1),26.14,35.1592804749,30622.0736997327,71933208.417344083,False,False
54427469,(2024 DQ),24.87,63.1015429636,49237.0275058294,60086806.062042253,False,False
54496845,(2024 UD11),29.36,7.9806814968,56966.8371771362,58469695.378660102,True,False
54576083,(2026 AC3),24.61,71.1278987093,18929.3744744242,12570868.651987077,False,False
54602707,(2026 CE3),25.45,48.3103271838,33406.9850330262,9325297.908177142,False,False
54603974,(2026 DE7),24.66,69.5088300671,34341.4892011237,7245244.408893799,False,False
54603977,(2026 DH7),25.11,56.4988982214,35749.4360114448,9563526.203122028,False,False
54604364,(2026 DH11),26.38,31.4803809193,45610.1540063424,1250266.921206234,False,False
54604368,(2026 DQ11),24.64,70.151987353,37150.4113636108,4974456.19844382,False,False
54605714,(2026 EK),26.58,28.7104486255,52298.3306872256,1205689.41878832,False,False
54605715,(2026 EL),26.68,27.4182655787,20761.0921193745,4402995.521478451,False,False
54606175,(2026 EB1),25.706,42.9378187859,27788.9171636172,10877109.974012152,False,False
54606184,(2026 EL1),28.08,14.3893103228,57270.0460970833,301204.869313674,False,False
54606221,(2026 EP1),27.07,22.9107854722,28455.4614002635,1028181.807211983,False,False
54606222,(2026 EQ1),27.63,17.7027191237,90760.047754045,278416.162023177,True,False
54606241,(2026 ER1),26.05,36.6471308439,78014.7353801412,1403844.51342227,False,False
54606248,(2026 EX1),27.45,19.2326876637,38317.4095117532,1984583.863636306,False,False
54606324,(2026 EQ2),27.918,15.503865024,18707.4711045472,334522.050297966,True,False
3182823,(2004 KG1),23.96,95.9488952756,38559.3400681103,57547942.02898158,False,False
3843533,(2019 PE2),20.48,476.474846455,92283.6067095715,48258012.049229838,False,False
3874057,(2019 TK1),24.08,90.7904103018,38318.3033160791,66028285.182248703,False,False
54336809,(2022 YU4),19.71,679.2661592667,34547.4678290734,12777984.314958926,False,True
54376899,(2023 PA1),25.33,51.0551996437,113169.7338058879,57410459.417282465,False,False
54381338,(2023 RW3),26.62,28.1864238812,35289.8838564782,29593478.289086376,False,False
54402652,(2023 VM2),24.61,71.1278987093,22264.1386033475,64858089.787930406,False,False
54545153,(2025 RB3),25.21,53.9560289198,21582.4721686076,28951938.819034821,False,False
54603976,(2026 DG7),25.39,49.6638037128,57608.2256459666,3597952.04214488,False,False
54604523,(2026 DW14),26.42,30.905799213,43358.7505244674,4798394.16604508,False,False
54606083,(2026 EM),31.52,2.9514809114,29470.2181122855,27716.89496212,False,False
54606168,(2026 EV),25.73,42.46586539,38946.1341588538,7748494.08201908,False,False
54606171,(2026 EX),28.96,9.5948895276,15621.7137516922,1227412.360933363,False,False
54606242,(2026 EU1),23.41,123.6061213242,69725.1582159264,24227127.16282941,False,False
54606677,(2026 FY3),25.474,47.7793215665,25181.957924358,7761099.078866984,False,False
2476187,476187 (2007 UQ13),20.09,570.2167609011,88369.5932450093,62236510.100589333,False,False
3599863,(2012 DF31),24.59,71.7860370529,57662.3818909404,5148309.41829201,False,False
3713008,(2015 EX),26.01,37.3284518745,38444.6910769603,562319.588877741,False,False
3732114,(2015 UG51),25.8,41.1187571041,17802.7658381775,30816086.95769553,False,False
3766360,(2017 AE5),22.18,217.7910249632,24753.4531942746,16461705.887342599,False,False
3789428,(2017 VE15),24.8,65.1688382168,23395.1428517795,70557071.224620253,False,False
3792461,(2017 YE),28.6,11.3250461062,46453.3189107451,40662206.977998568,False,False
3879241,(2019 UV),26.1,35.8129403019,53488.9317885217,42950050.213296193,False,False
54051257,(2020 QF2),27.9,15.6329154409,28896.4227055789,54199084.682103924,False,False
54248967,(2022 EK1),24.67,69.1894660026,54329.0170717033,37221232.85773525,False,False
54254973,(2022 EJ5),24.76,66.3804173771,44700.1774980937,25867603.358009417,False,False
2755140,755140 (2017 AE5),22.18,217.7910249632,24753.4531278385,16461705.977101321,False,False
54522546,(2025 ER1),25.04,58.3498815511,24618.9380014517,18851552.729495464,False,False
54604126,(2026 DY7),26.12,35.4846052917,27590.42058832,3486033.447500928,False,False
54604131,(2026 DM8),25.07,57.5492911629,56719.2735335617,6017659.247460799,True,False
54606088,(2026 ER),26.11,35.6483947878,35394.2756551549,3472685.502751243,False,False
54606169,(2026 EU),27.4,19.6806745089,55716.6349015225,510987.787508688,True,False
54606183,(2026 EK1),26.412,31.019870383,38435.8382255693,562175.810364884,False,False
54606244,(2026 ES1),30.11,5.6498898221,38097.9191356283,220384.635005961,True,False
54606320,(2026 EM2),28.776,10.4433534992,18422.8558242232,940699.201844246,True,False
54606504,(2026 FJ1),23.446,121.5737964274,52546.2005101867,9567224.995497991,False,False
3442840,(2008 YR27),18.2,1361.5700153859,60755.1577648322,35889166.853438319,False,False
3451021,(2009 EH3),24.18,86.70416872,59497.8127544293,5791949.406996022,False,False
3683472,(2014 QZ295),24.8,65.1688382168,31934.8925708167,42612536.250477588,False,False
